record_id,split,country,conference_date,target,label,text,detected_language
seg_00157,train,CH,2021-04-28,,credit claiming,la situation dans notre pays est actuellement assez stable,fr
seg_00158,train,CH,2021-04-28,citizens,shifting responsibility,"On n'est pas du tout hors de contrôle et ça va fonctionner, ça peut continuer de fonctionner si on continue d'avoir une grande attention aux gestes qui protègent et à continuer à être très prudent dans cette phase",fr
seg_00159,test,CH,2021-04-28,subnational level,explaining/sharing responsibility,"le 2e élément, c'est que les événements doivent être autorisés par le canton où ils se déroulent",fr
seg_00160,test,CH,2021-04-28,citizens,shifting responsibility,"on peut que encore une fois, comme l'a fait le président de la Confédération, encourager chacune, chacun à réfléchir à la vaccination, à se faire vacciner, c'est actuellement notre meilleur atout pour nous protéger, pour retrouver le chemin vers la normalité et pour aussi continuer à lever les mesures, ouvrir les mesures de protection et donc pour sortir de cette crise.",fr
seg_00161,train,CH,2021-04-28,subnational level,explaining/sharing responsibility,"Und der Bundesrat will den Organisatoren deshalb möglichst früh eine gewisse Planungssicherheit, um den Kantonen eine Entscheidungshilfe geben.",de
seg_00162,train,CH,2021-04-28,subnational level,explaining/sharing responsibility,"Alors la première chose, c'est que le Président de la Confédération l'a dit, il faut une base légale pour que les cantons puissent également autoriser ces manifestations, parce qu'il faut qu'ils aient une base légale pour pouvoir offrir également un soutien.",fr
seg_00163,test,CH,2021-04-28,,credit claiming,"donc on leur amène avec cet outil, une sécurité de planification.",fr
seg_00164,train,CH,2021-04-28,subnational level,praising,"Ich glaube wir waren immer sehr mit dem Bundesrat, mit der kantone sehr flexibel in dieser Krise",de
seg_00165,test,CH,2021-04-28,,credit claiming,"Ich glaube wir waren immer sehr mit dem Bundesrat, mit der kantone sehr flexibel in dieser Krise",de
seg_00166,train,CH,2021-04-28,citizens,praising,"aber die Impfung, die geht auch gut vorwärts.",de
seg_00167,train,CH,2021-04-28,,credit claiming,ça montre bien qu'on aura fait des pas absolument énormes.,fr
seg_00168,train,CH,2021-04-28,citizens,praising,ça montre bien qu'on aura fait des pas absolument énormes.,fr
seg_00169,train,CH,2021-04-28,citizens,shifting responsibility,"Es ist nicht nur eine Selbstdeklaration, es braucht wirklich ein Test, der auf den Covid Zertifikat kommen kann und es braucht einfach einige, nicht so kompliziert, einige Bedingungen zu erfüllen dazu.",de
seg_00170,train,CH,2021-04-28,subnational level,shifting responsibility,"Et là il s'agit de voir aussi dans les cantons qui vont faire ces essais pilotes, qu'est-ce qu'on peut apprendre de ces cas ? Est-ce que par exemple il est facile de tester beaucoup de monde à l'entrée ou pas ? Comment est-ce qu'on peut faire pour garantir que les personnes puissent faire la démonstration qu'elles ont été testées si c'est nécessaire, ce type de choses.",fr
seg_00171,train,CH,2021-04-28,subnational level,explaining/sharing responsibility,"donc dans la mesure où ces essais pilotes sont limités entre 300 et 600 personnes, alors on peut imaginer que dans certains cantons peut-être qu'il y en a aucun qui va être réalisé ou peut être un ou peut-être pas du tout et qu'on va demander au canton voisin quelles sont les expériences réalisées et que dans le canton de Zurich que vous mentionnez ou dans des grands cantons, eh bien les 3 soient utilisés, il s'agit vraiment de l'acquisition d'expériences et on parle de l'idée qu'avec 3 tests par canton, ça fait théoriquement quand même presque 80 sur l'ensemble du pays, on doit pouvoir accumuler assez d'expérience durant ce mois de juin pour voir comment vraiment le mettre en place pendant l'été",fr
seg_00172,train,CH,2021-05-12,,credit claiming,je crois qu'on peut dire aujourd’hui 12 mai 2021 qu'elle est assez encourageante. Vous avez vu encore aujourd'hui que les cas continuent de diminuer dans notre pays.,fr
seg_00173,train,CH,2021-05-12,,credit claiming,"Ce que le Conseil fédéral a fait avec la décision du 14 avril dernier qui était quand même un pas assez important, entré en vigueur le 19 avril, n'a pas conduit à une explosion de cas. Au contraire, on a pu avoir une poursuite de l'évolution assez favorable",fr
seg_00174,train,CH,2021-05-12,subnational level,praising,"Et dans l'intervalle, bientôt tous les cantons qui ouvrent la vaccination à toutes les personnes à partir de 16 ans.",fr
seg_00175,train,CH,2021-05-12,citizens,explaining/sharing responsibility,"Eh bien, elle a porté ses fruits aussi parce que nous avons cette évolution avec la vaccination et en même temps avec une population dans notre pays, nous le pensons qui respecte les gestes barrières, qui fait attention au port du masque, qui fait preuve d'une grande prudence dans cette évolution et cette prudence elle est d'autant plus importante maintenant parce que de nombreuses personnes dans notre pays sont en attente de la vaccination.",fr
seg_00176,train,CH,2021-05-12,citizens,shifting responsibility,ce n’est vraiment pas le moment de les mettre ou de se mettre en danger. Il faut pouvoir au contraire poursuivre avec la vaccination,fr
seg_00177,train,CH,2021-05-12,subnational level,explaining/sharing responsibility,"Et nous avons pu voir ce matin que ce modèle, ce plan en 3 phases est soutenu par les cantons et nous l'avons donc définitivement approuvé ce matin",fr
seg_00178,test,CH,2021-05-12,subnational level,explaining/sharing responsibility,"Et bien sûr, ça ouvre aussi la possibilité de nouveaux assouplissements et nous souhaitons maintenant avec un peu d'avance, nous souhaitons maintenant consulter les cantons, les partenaires sociaux, les commissions parlementaires vont certainement s'y intéresser aussi sur une prochaine étape d'assouplissement.",fr
seg_00179,test,CH,2021-05-12,citizens,shifting responsibility,"Pour autant, effectivement que la situation le permette et que nous continuons à avoir une évolution favorable avec l'ensemble de la population qui se tient aux règles fixées, qui respecte ces règles et puis avec une évolution qui est favorable, quelques éléments de détail peut être sur le paquet d'ouverture proposé.",fr
seg_00180,train,CH,2021-05-12,subnational level,shifting responsibility,"Dans la formation supérieure, on a la levée de la limite de 50 personnes en présentiel pour les universités par exemple, sous condition d'un concept de test et autorisation du canton.",fr
seg_00181,test,CH,2021-05-12,,credit claiming,mais actuellement on est dans la bonne direction,fr
seg_00182,train,CH,2021-05-12,subnational level,explaining/sharing responsibility,c'est une décision qui sera prise sur la base des éléments que nous aurons à disposition après la consultation,fr
seg_00183,train,CH,2021-05-12,citizens,shifting responsibility,"Très important, la liste des coordonnées des clients, les contacts et là on attend vraiment, on est en train de faire un pas important et nous avons vraiment besoin dans le fond de la collaboration de toutes et tous, toutes celles et ceux qui vont au restaurant au café doivent vraiment jouer le jeu parce qu'on sait qu'on a affaire là à un pas extrêmement important et non seulement celles et ceux qui vont au restaurant, mais aussi toutes celles et ceux qui tiennent des cafés ou des restaurants.",fr
seg_00184,train,CH,2021-05-12,citizens,shifting responsibility,"Mais c'est d'autant plus important de vraiment inciter de vraiment porter le masque à l'intérieur quand on n'est pas en train de consommer, y compris assis, parce que là, effectivement, nous savons que c'est une situation qui peut être délicate si on reste longtemps sans masque dans un cadre fermé.",fr
seg_00185,train,CH,2021-05-12,,credit claiming,"wie Sie es wissen, wir haben genügend Impfstoff gekauft für 2021, und wir sind sehr gut positioniert, nur mit MRNA Impfstoffe, es gibt nicht so viele Länder auf der Welt, die einfach nur MRNA Stoffe haben, und es ist auch ein Teil der guten Entwicklung, glauben wir, dass wir jetzt im Moment haben.",de
seg_00186,train,CH,2021-05-12,,credit claiming,"das Departement des Innern, ist beauftragt worden durch den Bundesrat die nötigen Abklärungen zu treffen, um 3 Millionen Dosen dem Covacs Programm zur Verfügung zu stellen. Es ist noch kein definitiver Entscheid, es ist aber mal die Aussicht oder die Schau wie im Voraus schauen ob es möglich ist und wie es zu machen wäre, und das würde auch bedeuten, dass die Schweiz würde damit auch einen Beitrag zur weltweiten Eindämmung der Pandemie leisten können.",de
seg_00187,train,CH,2021-05-12,,credit claiming,"Das ist eine sehr erfreuliche Nachricht. Ich meine mit diesem Dreieck und diese Paradigmenwechsel vom Bundesrat im Februar, aber dieses Dreieck, Testung, Impfung und Lockerungen funktioniert bis jetzt mindestens, funktioniert es und wir können auch damit weiter arbeiten",de
seg_00188,test,CH,2021-05-12,citizens,praising,"auch weil, und das ist der zentrale Punkt, der zentralste Punkt, auch weil die Leute in unserem Land wirklich vorsichtig sind und auch sehr gut mitmachen, sehr viele haben schon eine erste Impfung gehabt oder haben einen Termin für eine erste Impfung oder einen Termin für den zweiten Impfung.",de
seg_00189,test,CH,2021-05-12,citizens,shifting responsibility,"Es ist nicht der Moment, wo man sich anstecken muss oder anstecken sollte, weil dann es verschiebt einfach das Ganze und macht das Ganze mehr kompliziert und ich glaube, das ist auch noch ein Punkt, wir sind wirklich in einem Moment, der sehr wichtig ist für die Impfung, und das ist auch noch ein Punkt, das ich noch hier erwähnen wollte.",de
seg_00190,test,CH,2021-05-12,citizens,shifting responsibility,"La situation actuelle semble vraiment satisfaisante, mais il faudrait aussi voir que, en fonction de la mobilité des gens, en fonction aussi de la fin du home Office, ça a aussi des conséquences sur dans le fond, tout le fonctionnement des magasins nationalement",fr
seg_00191,train,CH,2021-05-12,,credit claiming,"Ja, wenn eine Pandemie uns etwas gelernt hat, es gibt nie eine absolute Zusicherung, es gibt einfach alles, was man machen kann, um die Sicherheit zu hoch zu bringen, dass das es gut geht und wir haben bis jetzt aber schon beweisen können, dass es ist auch machbar",de
seg_00192,train,CH,2021-05-12,citizens,shifting responsibility,"ab dem Moment, wo alle Impfwilligen geimpft sind",de
seg_00193,train,CH,2021-05-12,citizens,explaining/sharing responsibility,"auch Masken Maske zu tragen in der ÖV vielleicht noch für einen Moment bleibt, weil wir haben auch dann ab Anfang der dritte Phase noch sehr viele Leute, die nicht geimpft sind. Und auch ein Teil, die sich nicht impfen lassen kann, lassen darf, nämlich die die Jugendlichen und die Kinder. Und da müssen wir auch vorsichtig gehen.",de
seg_00194,train,CH,2021-05-12,citizens,blaming,"weil wir haben auch dann ab Anfang der dritte Phase noch sehr viele Leute, die nicht geimpft sind",de
seg_00195,test,CH,2021-05-12,,credit claiming,"Auch weil wir haben auch eher positive Signale für die Impfung, gegenüber die Mutationen bis jetzt. Und wir haben auch sehr gute Signale für die Booster oder diese frische neue Impfung auch mit Integration der Mutation, aber wir uns dafür auch vorbereitet und das sollte uns erlauben, wirklich eine Stabilität auch im Herbst und im Winter zu erziehen.",de
seg_00196,train,CH,2021-05-12,,credit claiming,"Zweiter Punkt, wir sind daran, alles zu tun, damit auch die Impfung zur Verfügung kommt für die Kinder oder für die Eltern, die für den Kindern es wollen. Und es gibt auch gute Signale dass es auch bald zur Verfügung kommen könnte.",de
seg_00197,train,CH,2021-05-12,citizens,shifting responsibility,"Noch ein letzter Punkt, wenn es gibt eine grosse Impfbereitschaft, bei dem Erwachsenen, das heisst im Moment oder ab 16 sagen wir, wo die Impfung erlaubt ist, dann wenn die Impfrate sehr hoch geht, es wird einfach die Zirkulation des Virus nach unten dämpfen und es schützt auch die Kinder denn, weil es zirkuliert weniger.",de
seg_00198,train,CH,2021-05-12,citizens,shifting responsibility,"dass mit der Entwicklung der Impfung, man wird immer mehr Leute haben, die geimpft sind und es ist auch klar, dass es rechtfertigt auch die Lockerung der Massnahmen",de
seg_00199,train,CH,2021-05-12,,credit claiming,"wir merken, dass es aus unterschiedlichen bekannten Gründen sehr stark auf MRNA Impfstoffe gekauft letztes Jahr und wir merken jetzt, dass es ist eine Strategie, die die uns wirklich hilft in der heutigen Situation.",de
seg_00200,train,CH,2021-05-12,,credit claiming,"wir haben wirklich die Technologie, die zuerst einmal die wirksamsten Impfungen gebracht hat zu dieser Situation, am schnellsten auf dem Markt waren und wir wissen auch, dass sind auch die schnellsten für die Integration von Mutationen. Das heisst, es ist glaube sehr klar, das sind die besten Impfungen, die uns die Stabilität bringen können vor allem in den Momenten, wo es wieder mal schwieriger werden könnte, das heisst mit einer Verbreitung von Mutationen im Herbst oder im nächsten Winter in unserem Land.",de
seg_00201,train,CH,2021-05-12,citizens,shifting responsibility,"Und gerade deswegen ist es so wichtig, auf die Maskentragung zu insistieren in den Innenräumen. Und genau deswegen, man kann nicht einfach sagen im Innenräume in Restaurant ja diese Maske, egal, das ist nicht so lustig, brauchen wir das nicht.",de
seg_00202,train,CH,2021-05-12,subnational level,praising,"Ich muss ihnen erinnern, dass ab jetzt ist die Impfung in fast sämtliche Kantone bald für die Personen ab 16 eröffnet. Das heisst, es wird sehr rasch für diejenigen, die es wollen eine einen Zugang zur Impfung zu haben für die nächsten Wochen.",de
seg_00203,train,CH,2021-05-12,citizens,shifting responsibility,"Ja, wenn ein Grossteil nicht mehr rauffrischen machen würde, dann würde sich einfach die Pandemie wieder mal entwickeln, wie jedes Jahr",de
seg_00204,train,CH,2021-05-12,citizens,shifting responsibility,"ab dem Moment wo die Impfung da ist, wo es ist angeboten die Möglichkeit sich zu verimpfen dann Eigenverantwortung. Die Person, die sich nicht verimpfen lassen will. Dann ma foi, Ich kann auch sich anstecken und vielleicht auch mal einmal krank werden wie alle waren mal auch mit der Grippe vielleicht einmal krank, dann ab dem Moment aber wo die Impfung da ist und stabil und wirklich zur Verfügung steht für diejenigen, die es wollen, einmal mehr, es ist, es lässt nicht mehr einfach Schliessungen oder grosse Einschränkungen zu rechtfertigen",de
seg_00205,train,CH,2021-05-12,citizens,praising,"wir haben jetzt eine viel langsamere oder viel kleinere Zirkulation des Virus ab dem Moment, wo alle die Impfwilligen oder ziemlich guten Teil der Bevölkerung auch geimpft ist",de
seg_00206,train,CH,2021-05-12,citizens,shifting responsibility,"Et puis je vous rappelle que ces modifications qui devraient entrer en vigueur au mois de juin, en fait, à partir du 31 mai, interviennent à un moment où la population a vraiment un accès large à la vaccination.",fr
seg_00207,train,CH,2021-05-12,subnational level,praising,"Presque tous les cantons, je l'ai dit, ont ouvert la vaccination à partir de 16 ans.",fr
seg_00208,train,CH,2021-05-12,citizens,shifting responsibility,"certainement à partir de la phase 3 de toute façon, parce que là on est dans une phase où après on aura toutes celles et ceux qui ont souhaité être vaccinés, qui auront pu l'être. On part de l'idée qu'on aura une circulation du virus beaucoup plus faible. On sera en été, on aura certainement des personnes qui vont continuer aussi à se faire vacciner durant le reste de l'année, on aura les plus jeunes plus tard aussi, les enfants, enfin, pour celles et ceux qui le qui le souhaitent.",fr
seg_00209,test,CH,2021-05-12,,credit claiming,"ce n’est pas une expérimentation, mais je dois vous rappeler que nous serons certainement les premiers assez loin à la ronde à faire ce pas comme on a été les premiers d'ailleurs assez loin à la ronde à ouvrir les terrasses au mois d'avril.",fr
seg_00210,train,CH,2021-05-12,citizens,praising,"Et on voit que ça peut fonctionner parce que la population, parce que les gens font très attention.",fr
seg_00211,train,CH,2021-05-12,citizens,explaining/sharing responsibility,"Et donc cet équilibre que nous avons, bah il y a ce triangle avec les tests, la vaccination et les ouvertures, mais aussi le fait qu’on demande toujours vraiment beaucoup d'efforts à la population. On est très conscient de ça, mais de continuer à faire attention, à être prudent, à savoir un peu comment on s'infecte, puis à essayer de l'éviter.",fr
seg_00212,train,CH,2021-06-11,,credit claiming,"Nous avançons bien sûr pas à pas, mais enfin ça avance bien et on peut redire ici que la situation épidémiologique s'améliore",fr
seg_00213,train,CH,2021-06-11,citizens,praising,"Et cette bonne évolution, cette bonne situation, nous la devons avant tout à la prudence dont fait preuve la population, à la vaccination qui avance à un rythme soutenu",fr
seg_00214,train,CH,2021-06-11,,credit claiming,"Ces vaccins donc, sont disponibles en suffisance. Ils sont gratuits pour toute la population et ils sont efficaces à plus de 95%.",fr
seg_00215,train,CH,2021-06-11,subnational level,explaining/sharing responsibility,"Donc aujourd'hui, on a mis en consultation des mesures qui seront en consultation durant les prochains jours pour une décision un peu plus tard avec un allégement du port du masque, avec des capacités pour les magasins, restaurants, installations sportives et loisirs qui sont augmentés, avec la réouverture sous condition des discothèques, avec les conditions également pour la tenue des grandes manifestations qui vont être simplifiées.",fr
seg_00216,train,CH,2021-06-11,subnational level,blaming,"Donc aujourd'hui ouverture de la consultation et décision le 23 juin, c'est ce qui est prévu pour laisser un peu de temps aussi aux cantons pour la consultation",fr
seg_00217,train,CH,2021-06-11,subnational level,shifting responsibility,avec le rappel que ce sont les cantons là qui peuvent fixer des mesures si c'est nécessaire.,fr
seg_00218,train,CH,2021-06-11,citizens,shifting responsibility,"Il y a pas d'obligation d'être assis, ni obligation de porter le masque, simplement faire attention à ne pas mélanger différents groupes d'invités.",fr
seg_00219,train,CH,2021-06-11,subnational level,shifting responsibility,"Pour les restaurants, il reste important la collecte des coordonnées des clients à l'intérieur et à l'extérieur de manière à pouvoir effectuer, c'est pour les cantons, c'est pour que les cantons puissent effectuer le contact tracing en cas de nécessité.",fr
seg_00220,test,CH,2021-06-11,,credit claiming,"Voila, zum Schluss ja, es sieht gut aus, es sieht gut aus, wir sind in der Situation, wo wir auch zuversichtlich die nächsten Wochen mal schauen können",de
seg_00221,train,CH,2021-06-11,,credit claiming,"ich glaube, man kann schon dazu sagen, die Ziellinie ist in Sichtweite.",de
seg_00222,train,CH,2021-06-11,,credit claiming,"Aber wir machen genau das und ja, ich meine, jeder Schritt, was wir jetzt gemacht haben, hat eine ziemlich grosse Lockerung gemacht, wieder mal das nächste Mal mit dieser Eröffnung der Vernehmlassung heute. Und ja, ich meine die Richtung stimmt.",de
seg_00223,test,CH,2021-06-11,,credit claiming,"Vor 10 Tage oder 12 Tage in etwa wir waren am Ende der Moment wo wir die vulnerablen Personen geimpft haben und es war der wirklich grosse Startbeginn, grosser Beginn für den Zugang zur Impfung für alle, das heisst, wenn man hinter uns schaut, wir sind… Ich meine vor 3-4 Wochen wir waren in eine völlig andere Situation und wir müssen das nicht vergessen und aber dann, ich glaube sehr bald werden wir auch diese Diskussion wieder führen können. Es gibt auch gilt auch die Aufhebung des Maskentragen Pflicht an dem Arbeitsplatze, ich glaube, das ist auch eine ziemlich grosse Erleichterung für die Leute die arbeiten",de
seg_00224,train,CH,2021-06-11,,credit claiming,"wir haben ich glaube dazu ein ziemlich grosser Schritt das letzte Mal gemacht und wir gehen davon aus, dass mit 30 im Innenraum und 50 draussen sind wirklich die überwiegende Mehrheit der Situation schon gedeckt",de
seg_00225,train,CH,2021-06-11,subnational level,shifting responsibility,je sais qu'il n'y a pas de pratique actuellement complètement homogène dans les cantons pour le fait de savoir si on met ces autocollants dans le carnet de vaccination jaune ou pas,fr
seg_00226,train,CH,2021-06-11,subnational level,explaining/sharing responsibility,"Zweiter Punkt, es braucht immer wieder eine Vernehmlassung und das Ziel ist auch mal eine gewisse Zeit zu lassen zur Vernehmlassung. Ich könnte mich auch allenfalls wirklich vorstellen, dass das Projekt jedoch ein bisschen anders sein am Ende der Vernehmlassung als am Anfang, ganz logisch, weil die Kantone und alle diejenigen, die damit machen werden, werden uns schon mal aufmerksam machen auf Punkte, die vielleicht nicht kongruent sind oder die man noch korrigieren kann.",de
seg_00227,train,CH,2021-06-11,,credit claiming,"Und haben wir jetzt wirklich diese Schritte, diese grosse Schritte jetzt immer grösser, immer wieder gemacht, mit einem gewissen Abstand, um mal zu sehen, was ist die ja Wirkung oder Auswirkung der Schritte, die vorher gekommen ist.",de
seg_00228,train,CH,2021-06-11,,credit claiming,"Ja, es ist ein Thema, in dem wir haben schon die Arbeiten lanciert für eine Übergabe an Covax. Wir sind seit dem Anfang an Covax mit beteiligt. Wir sind seit dem Anfang mit Singapur, übrigens auch als sehr starke Unterstützer für Covax dabei und auch wenn Covax einen ziemlich schweren Stand oder?",de
seg_00229,train,CH,2021-09-08,citizens,praising,"Ja, wir sind gemeinsam seit 18 Monate in dieser nicht einfachen Situation. Und kann man schon hier sagen, wir haben zusammen sehr viel erlebt und wir haben auch grosse Fortschritte gemacht. Am Anfang, es war schwierig mit den Schliessungen, mit der Restriktionen und die ab und zu auch brutal waren damit der Maske fast überall, damit der Testung dann mit der Impfung, die gekommen ist seit einige Monate und jetzt mit der Möglichkeit ein Zertifikat zu nutzen und ich glaube wir konnten in dieser schwierigen Situation trotz allem viele Erfolge auch sehen und es hat letztendlich zugunsten unserer öffentlichen Gesundheit, unsere Gesellschaft und auch unsere Wirtschaft gelohnt.",de
seg_00230,test,CH,2021-09-08,,credit claiming,"Ja, wir sind gemeinsam seit 18 Monate in dieser nicht einfachen Situation. Und kann man schon hier sagen, wir haben zusammen sehr viel erlebt und wir haben auch grosse Fortschritte gemacht. Am Anfang, es war schwierig mit den Schliessungen, mit der Restriktionen und die ab und zu auch brutal waren damit der Maske fast überall, damit der Testung dann mit der Impfung, die gekommen ist seit einige Monate und jetzt mit der Möglichkeit ein Zertifikat zu nutzen und ich glaube wir konnten in dieser schwierigen Situation trotz allem viele Erfolge auch sehen und es hat letztendlich zugunsten unserer öffentlichen Gesundheit, unsere Gesellschaft und auch unsere Wirtschaft gelohnt.",de
seg_00231,train,CH,2021-09-08,citizens,blaming,"On a aujourd‘hui presque 300 personnes qui sont aux soins intensives, nous avons une très forte majorité des lits disponibles qui sont complètement occupés, à moitié par des patients covid et ce qui est très frappant et vous le savez déjà, c’est que dans toutes les hospitalisations et en particulier aux soins intensifs on trouve plus de 90%, plus de 90% des personnes qui se retrouvent aux soins intensifs, c’est à dire qui luttent pour leur survie, faut savoir de quoi on parle, les soins intensifs c’est pas pour aller se reposer, plus de 90% qui sont aux soins intensifs et donc qui luttent pour leur survie ne sont pas vaccinées et nous avons, je crois que c’est encore le cas aujourd’hui, une majorité de personnes aux soins intensifs qui sont âgés de 30 à 60 ans.",fr
seg_00232,train,CH,2021-09-08,citizens,blaming,"Nous avons dans cette situation le personnel qui est sous très forte pression depuis 18 mois. Dans certains cas qui est exténué, qui ne peut presque plus continuer à travailler, nous avons beaucoup de personnes qui ont quitté, Il n’y a plus de capacité aujourd’hui du tout dans plusieurs cantons, il y a donc des transferts de patients, des reports d’opérations, on ne parle pas d’opérations inutiles, on parle d’opérations comme la prise en charge pour le cancer, ça peut être des prises en charges pour les AVC, pour des prothèses, et il n’est pas question dans ces conditions de risquer un débordement du système de santé, c’est ce qui nous guide évidemment dans cette situation",fr
seg_00233,train,CH,2021-09-08,citizens,blaming,"pourtant nous voyons bien aujourd’hui que nous là encore un peu un pourcentage élevé, trop élevé en fait de la population qui n’a pas d’immunité. Il y a encore 2 millions et demi qui pourraient se vacciner aujourd’hui qui n’ont pas fait ce pas.",fr
seg_00234,train,CH,2021-09-08,citizens,blaming,"ça fait environ 3 millions et demi de personnes, de population dans laquelle le virus peut circuler assez librement, ce qui nous pose naturellement des problèmes alors que nous savons que la vaccination permet de se protéger soi-même, permet de protéger son entourage mais c’est aussi justement protéger les autres et notamment aussi les enfants.",fr
seg_00235,test,CH,2021-09-08,,credit claiming,"je rappelle ici que les vaccins on en a assez, ils sont sûrs, ils sont gratuits",fr
seg_00236,train,CH,2021-09-08,citizens,blaming,"je rappelle ici que les vaccins on en a assez, ils sont sûrs, ils sont gratuits.",fr
seg_00237,test,CH,2021-09-08,citizens,blaming,mais qu’elle n’avance pas assez vite aujourd’hui pour empêcher des nouvelles vagues d’infection.,fr
seg_00238,test,CH,2021-09-08,subnational level,explaining/sharing responsibility,"Et donc la question une fois encore qui se pose à nous, la responsabilité que nous devons prendre avec l’ensemble du Conseil fédéral, avec les cantons et avec tous les acteurs dans le pays, c’est comment faire pour ne perdre le contrôle du système, pour ne pas perdre le contrôle et ne plus pouvoir, ou prendre le risque de ne plus pouvoir soigner celles et ceux qui en ont besoin dans de bonnes conditions et comment faire pour garder aussi des alternatives dans la gestion de cette situation.",fr
seg_00239,train,CH,2021-09-08,citizens,blaming,"pour ne pas perdre le contrôle et ne plus pouvoir, ou prendre le risque de ne plus pouvoir soigner celles et ceux qui en ont besoin dans de bonnes conditions et comment faire pour garder aussi des alternatives dans la gestion de cette situation.",fr
seg_00240,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"dans la ligne de ce que le Conseil fédéral a envoyé en consultation le 25 août et qui a été d’ailleurs soutenu en consultation, notamment fortement par les cantons.",fr
seg_00241,test,CH,2021-09-08,citizens,blaming,"Soit d’une part de prendre le risque, et ce risque existe, il est réel on le voit aujourd’hui, d’avoir un système de santé, qui est surchargé, qui ne peut plus soigner tout le monde, plus avoir de places aux soins intensifs pour des personnes qui en ont besoin et qui donc décéderaient par un manque de place,",fr
seg_00242,train,CH,2021-09-08,subnational level,shifting responsibility,"par exemple avec l’introduction d’amendes, c’était une demande des cantons",fr
seg_00243,train,CH,2021-09-08,,credit claiming,"vous avec certainement déjà pu le tester, ça fonctionne en fait très bien et très simplement.",fr
seg_00244,train,CH,2021-09-08,citizens,praising,"aujourd’hui, on doit le dire, son utilisation fonctionne très bien",fr
seg_00245,train,CH,2021-09-08,,credit claiming,"aujourd’hui, on doit le dire, son utilisation fonctionne très bien. Il y avait des craintes pour les matchs de foot, ça marche sans aucun problème, pour les discothèques ça marche également bien, et pour celles et ceux qui ont l’occasion de se déplacer au-delà de nos frontières, où il est demandé à peu près partout.",fr
seg_00246,train,CH,2021-09-08,subnational level,shifting responsibility,"Je vous parlais tout à l’heure des souhaits des cantons d’’avoir la possibilité de mettre, de prévoir des amendes.",fr
seg_00247,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"y a également pour les cantons de mettre des amendes ou de prévoir la fermeture des établissements qui n’appliqueraient pas le certificat, mais là c’est effectivement une responsabilité ensuite des cantons de faire les contrôles et d’appliquer ces éléments, comme ça a été encore rappelé dans le cadre de la consultation.",fr
seg_00248,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"Pour les cantons ou les hautes écoles, les cantons restent compétents pour les hautes écoles, pour rendre obligatoire le certificat pour les études de niveau bachelor et master",fr
seg_00249,train,CH,2021-09-08,citizens,explaining/sharing responsibility,"de manière à pouvoir identifier les personnes qui rentreraient infectées de l’étranger et pouvoir les isoler rapidement, avec pour les personnes qui pourraient être concernées, la nécessité d’effectuer des tests après leur retour",fr
seg_00250,train,CH,2021-09-08,citizens,explaining/sharing responsibility,"Pour les personnes vaccinées ou guéries, puisque le vaccin protège très bien et la guérison également, pas besoin de se conforter à ces mesures.",fr
seg_00251,train,CH,2021-09-08,citizens,shifting responsibility,"das Zertifikat für genesene, Geimpfte und Getestete ist ein gutes Mittel, der uns wirklich in den nächsten Zeiten erlaubt, einigermassen eine gute Situation zu haben, Es reduziert das Übertragungsrisiko, weil dann nur noch Personen zusammentreffen, die nicht ansteckend sind oder ein geringes Risiko aufweisen ansteckend zu sein",de
seg_00252,train,CH,2021-09-08,citizens,shifting responsibility,"es schützt auch Freiheiten, weil die Alternative, haben wir es schon mal erlebt, leider die Alternative ist die Schliessung, wenn es nicht gut geht und da sollen wir wirklich alles tun, um das zu verhindern, weil dann die negativen Wirkungen, die sind viel brutaler als was wir mal vielleicht sogar aushalten können.",de
seg_00253,train,CH,2021-09-08,,credit claiming,"Ich glaube, haben wir mit der Impfung eine sehr, ein gutes Mittel. Es ist kein Wundermittel, aber immer wieder gesagt, aber ein sehr gutes Mittel, um uns zu schützen, das ist eine gute Sache",de
seg_00254,train,CH,2021-09-08,citizens,blaming,"Ich glaube, haben wir mit der Impfung eine sehr, ein gutes Mittel. Es ist kein Wundermittel, aber immer wieder gesagt, aber ein sehr gutes Mittel, um uns zu schützen, das ist eine gute Sache und es geht bei uns im Moment zu langsam. Wir müssen da wirklich noch schneller und besser arbeiten können, auch weil wir sind jetzt Mitte September und wir haben es in der Hand. Wir haben es in der Hand. Wir wissen ganz genau, dass, falls es weiter so geht wie wir heute, könnten wir mal Oktober, November Probleme vielleicht nicht mehr verhindern können",de
seg_00255,test,CH,2021-09-08,citizens,shifting responsibility,"falls wir es aber jetzt noch schaffen ein Sprung oder ein guter Fortschritt mit der Impfung zu tun, dann aber haben wir viel besseren, viel besseren Perspektiven. Es braucht aber dafür, dass alle wirklich klar mitmachen. Wir haben es wirklich in der Hand, um es zu korrigieren, um es wirklich, um uns wirklich eine bessere Situation, zu organisieren, zu schaffen als Land wirklich gemeinsam in der nächsten Zeit und wenn ab jetzt, es wäre möglich so schnell und so gut zu verimpfen, wie es im Juni der Fall war.",de
