record_id,split,country,conference_date,target,label,text,detected_language
seg_00208,train,CH,2021-05-12,citizens,shifting responsibility,"certainement à partir de la phase 3 de toute façon, parce que là on est dans une phase où après on aura toutes celles et ceux qui ont souhaité être vaccinés, qui auront pu l'être. On part de l'idée qu'on aura une circulation du virus beaucoup plus faible. On sera en été, on aura certainement des personnes qui vont continuer aussi à se faire vacciner durant le reste de l'année, on aura les plus jeunes plus tard aussi, les enfants, enfin, pour celles et ceux qui le qui le souhaitent.",fr
seg_00209,test,CH,2021-05-12,,credit claiming,"ce n’est pas une expérimentation, mais je dois vous rappeler que nous serons certainement les premiers assez loin à la ronde à faire ce pas comme on a été les premiers d'ailleurs assez loin à la ronde à ouvrir les terrasses au mois d'avril.",fr
seg_00210,train,CH,2021-05-12,citizens,praising,"Et on voit que ça peut fonctionner parce que la population, parce que les gens font très attention.",fr
seg_00211,train,CH,2021-05-12,citizens,explaining/sharing responsibility,"Et donc cet équilibre que nous avons, bah il y a ce triangle avec les tests, la vaccination et les ouvertures, mais aussi le fait qu’on demande toujours vraiment beaucoup d'efforts à la population. On est très conscient de ça, mais de continuer à faire attention, à être prudent, à savoir un peu comment on s'infecte, puis à essayer de l'éviter.",fr
seg_00212,train,CH,2021-06-11,,credit claiming,"Nous avançons bien sûr pas à pas, mais enfin ça avance bien et on peut redire ici que la situation épidémiologique s'améliore",fr
seg_00213,train,CH,2021-06-11,citizens,praising,"Et cette bonne évolution, cette bonne situation, nous la devons avant tout à la prudence dont fait preuve la population, à la vaccination qui avance à un rythme soutenu",fr
seg_00214,train,CH,2021-06-11,,credit claiming,"Ces vaccins donc, sont disponibles en suffisance. Ils sont gratuits pour toute la population et ils sont efficaces à plus de 95%.",fr
seg_00215,train,CH,2021-06-11,subnational level,explaining/sharing responsibility,"Donc aujourd'hui, on a mis en consultation des mesures qui seront en consultation durant les prochains jours pour une décision un peu plus tard avec un allégement du port du masque, avec des capacités pour les magasins, restaurants, installations sportives et loisirs qui sont augmentés, avec la réouverture sous condition des discothèques, avec les conditions également pour la tenue des grandes manifestations qui vont être simplifiées.",fr
seg_00216,train,CH,2021-06-11,subnational level,blaming,"Donc aujourd'hui ouverture de la consultation et décision le 23 juin, c'est ce qui est prévu pour laisser un peu de temps aussi aux cantons pour la consultation",fr
seg_00217,train,CH,2021-06-11,subnational level,shifting responsibility,avec le rappel que ce sont les cantons là qui peuvent fixer des mesures si c'est nécessaire.,fr
seg_00218,train,CH,2021-06-11,citizens,shifting responsibility,"Il y a pas d'obligation d'être assis, ni obligation de porter le masque, simplement faire attention à ne pas mélanger différents groupes d'invités.",fr
seg_00219,train,CH,2021-06-11,subnational level,shifting responsibility,"Pour les restaurants, il reste important la collecte des coordonnées des clients à l'intérieur et à l'extérieur de manière à pouvoir effectuer, c'est pour les cantons, c'est pour que les cantons puissent effectuer le contact tracing en cas de nécessité.",fr
seg_00225,train,CH,2021-06-11,subnational level,shifting responsibility,je sais qu'il n'y a pas de pratique actuellement complètement homogène dans les cantons pour le fait de savoir si on met ces autocollants dans le carnet de vaccination jaune ou pas,fr
seg_00231,train,CH,2021-09-08,citizens,blaming,"On a aujourd‘hui presque 300 personnes qui sont aux soins intensives, nous avons une très forte majorité des lits disponibles qui sont complètement occupés, à moitié par des patients covid et ce qui est très frappant et vous le savez déjà, c’est que dans toutes les hospitalisations et en particulier aux soins intensifs on trouve plus de 90%, plus de 90% des personnes qui se retrouvent aux soins intensifs, c’est à dire qui luttent pour leur survie, faut savoir de quoi on parle, les soins intensifs c’est pas pour aller se reposer, plus de 90% qui sont aux soins intensifs et donc qui luttent pour leur survie ne sont pas vaccinées et nous avons, je crois que c’est encore le cas aujourd’hui, une majorité de personnes aux soins intensifs qui sont âgés de 30 à 60 ans.",fr
seg_00232,train,CH,2021-09-08,citizens,blaming,"Nous avons dans cette situation le personnel qui est sous très forte pression depuis 18 mois. Dans certains cas qui est exténué, qui ne peut presque plus continuer à travailler, nous avons beaucoup de personnes qui ont quitté, Il n’y a plus de capacité aujourd’hui du tout dans plusieurs cantons, il y a donc des transferts de patients, des reports d’opérations, on ne parle pas d’opérations inutiles, on parle d’opérations comme la prise en charge pour le cancer, ça peut être des prises en charges pour les AVC, pour des prothèses, et il n’est pas question dans ces conditions de risquer un débordement du système de santé, c’est ce qui nous guide évidemment dans cette situation",fr
seg_00233,train,CH,2021-09-08,citizens,blaming,"pourtant nous voyons bien aujourd’hui que nous là encore un peu un pourcentage élevé, trop élevé en fait de la population qui n’a pas d’immunité. Il y a encore 2 millions et demi qui pourraient se vacciner aujourd’hui qui n’ont pas fait ce pas.",fr
seg_00234,train,CH,2021-09-08,citizens,blaming,"ça fait environ 3 millions et demi de personnes, de population dans laquelle le virus peut circuler assez librement, ce qui nous pose naturellement des problèmes alors que nous savons que la vaccination permet de se protéger soi-même, permet de protéger son entourage mais c’est aussi justement protéger les autres et notamment aussi les enfants.",fr
seg_00235,test,CH,2021-09-08,,credit claiming,"je rappelle ici que les vaccins on en a assez, ils sont sûrs, ils sont gratuits",fr
seg_00236,train,CH,2021-09-08,citizens,blaming,"je rappelle ici que les vaccins on en a assez, ils sont sûrs, ils sont gratuits.",fr
seg_00237,test,CH,2021-09-08,citizens,blaming,mais qu’elle n’avance pas assez vite aujourd’hui pour empêcher des nouvelles vagues d’infection.,fr
seg_00238,test,CH,2021-09-08,subnational level,explaining/sharing responsibility,"Et donc la question une fois encore qui se pose à nous, la responsabilité que nous devons prendre avec l’ensemble du Conseil fédéral, avec les cantons et avec tous les acteurs dans le pays, c’est comment faire pour ne perdre le contrôle du système, pour ne pas perdre le contrôle et ne plus pouvoir, ou prendre le risque de ne plus pouvoir soigner celles et ceux qui en ont besoin dans de bonnes conditions et comment faire pour garder aussi des alternatives dans la gestion de cette situation.",fr
seg_00239,train,CH,2021-09-08,citizens,blaming,"pour ne pas perdre le contrôle et ne plus pouvoir, ou prendre le risque de ne plus pouvoir soigner celles et ceux qui en ont besoin dans de bonnes conditions et comment faire pour garder aussi des alternatives dans la gestion de cette situation.",fr
seg_00240,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"dans la ligne de ce que le Conseil fédéral a envoyé en consultation le 25 août et qui a été d’ailleurs soutenu en consultation, notamment fortement par les cantons.",fr
seg_00241,test,CH,2021-09-08,citizens,blaming,"Soit d’une part de prendre le risque, et ce risque existe, il est réel on le voit aujourd’hui, d’avoir un système de santé, qui est surchargé, qui ne peut plus soigner tout le monde, plus avoir de places aux soins intensifs pour des personnes qui en ont besoin et qui donc décéderaient par un manque de place,",fr
seg_00242,train,CH,2021-09-08,subnational level,shifting responsibility,"par exemple avec l’introduction d’amendes, c’était une demande des cantons",fr
seg_00243,train,CH,2021-09-08,,credit claiming,"vous avec certainement déjà pu le tester, ça fonctionne en fait très bien et très simplement.",fr
seg_00244,train,CH,2021-09-08,citizens,praising,"aujourd’hui, on doit le dire, son utilisation fonctionne très bien",fr
seg_00245,train,CH,2021-09-08,,credit claiming,"aujourd’hui, on doit le dire, son utilisation fonctionne très bien. Il y avait des craintes pour les matchs de foot, ça marche sans aucun problème, pour les discothèques ça marche également bien, et pour celles et ceux qui ont l’occasion de se déplacer au-delà de nos frontières, où il est demandé à peu près partout.",fr
seg_00246,train,CH,2021-09-08,subnational level,shifting responsibility,"Je vous parlais tout à l’heure des souhaits des cantons d’’avoir la possibilité de mettre, de prévoir des amendes.",fr
seg_00247,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"y a également pour les cantons de mettre des amendes ou de prévoir la fermeture des établissements qui n’appliqueraient pas le certificat, mais là c’est effectivement une responsabilité ensuite des cantons de faire les contrôles et d’appliquer ces éléments, comme ça a été encore rappelé dans le cadre de la consultation.",fr
seg_00248,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"Pour les cantons ou les hautes écoles, les cantons restent compétents pour les hautes écoles, pour rendre obligatoire le certificat pour les études de niveau bachelor et master",fr
seg_00249,train,CH,2021-09-08,citizens,explaining/sharing responsibility,"de manière à pouvoir identifier les personnes qui rentreraient infectées de l’étranger et pouvoir les isoler rapidement, avec pour les personnes qui pourraient être concernées, la nécessité d’effectuer des tests après leur retour",fr
seg_00250,train,CH,2021-09-08,citizens,explaining/sharing responsibility,"Pour les personnes vaccinées ou guéries, puisque le vaccin protège très bien et la guérison également, pas besoin de se conforter à ces mesures.",fr
seg_00257,train,CH,2021-09-08,,credit claiming,"Alors sur l’action au niveau des écoles, vous frappez à la bonne porte, parce que j’ai vraiment je crois au début du mois de juillet pour qu’on mette tout en œuvre pour garantir un suivi précis dans les écoles avec le test, avec les accompagnements, je crois qu’on voit aujourd’hui que c’est une question extrêmement importante.",fr
seg_00258,train,CH,2021-09-08,citizens,shifting responsibility,"Encore un doublement des cas et on est vraiment dans une mauvaise situation, on a plus beaucoup de temps alors que les mois froids arrivent pour garder cette situation sous contrôle pour précisément ne plus devoir revenir à ce qu’on a pas du tout aimé faire, devoir empêcher les activités d’exister, fermer ces lieux, c’est ça qu’on a essayé d’éviter.",fr
seg_00259,train,CH,2021-09-08,citizens,blaming,alors qu’il reste quand même un potentiel de 3.5 millions de personnes dans notre pays où le virus peut circuler assez librement.,fr
seg_00260,test,CH,2021-09-08,citizens,blaming,"Si on a 30-40% de personnes qui veulent ni le vaccin ni les tests, alors je vous promets une pandémie qui va durer assez longtemps.",fr
seg_00261,test,CH,2021-09-08,,credit claiming,Ils ont été pendant longtemps gratuits d’ailleurs et vous aurez remarqué que nous ne sommes pas seuls à faire ce pas. J’ai constaté un peu par hasard d’ailleurs que tous les pays qui nous entourent ou presque tous je pense font également ce pas.,fr
seg_00262,test,CH,2021-09-08,citizens,blaming,était de se demander jusqu’à quand est-ce qu’on peut faire porter à l’ensemble de la collectivité des choix personnels qui sont de se faire tester régulièrement plutôt que de faire le vaccin.,fr
seg_00263,train,CH,2021-09-08,,credit claiming,"Le vaccin c’est une seule fois, ce n’est pas très cher et on a permis de faire ce pas.",fr
seg_00266,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"Et le problème là, nous sommes naturellement en étroit contact, ce n’est pas le Confédération qui gère les hôpitaux, ce n’est pas le rôle non plus de la Confédération. La Versorgung, l’approvisionnement en matière de lits d’hôpitaux et de soins, c’est la responsabilité politique des cantons, ensuite il y a une responsabilité particulière soit d’entreprises privées, soit d’entreprises qui sont gérées par les cantons, d’hôpitaux cantonaux, et ce qui nous préoccupe là évidemment, c’est de garantir que ce volet-là soit aussi bien surveillé, que ça se développe bien. J’ai encore eu l’occasion de m’adresser aux cantons à ce sujet, dans la rencontre que nous avons eue avec la GDK il y a 2 semaines maintenant, c’est un sujet constant",fr
seg_00267,test,CH,2021-09-08,subnational level,shifting responsibility,je crois qu’il appartient vraiment à ceux qui gère cet approvisionnement de garantir que ça fonctionne.,fr
seg_00268,test,CH,2021-09-08,,credit claiming,"On a vécu une situation en Suisse où on a suivi un cours assez libéral, assez ouvert, on a eu beaucoup moins de fermeture, beaucoup plus court, beaucoup moins de complications, de choses difficiles que dans les pays qui nous entourent.",fr
seg_00269,train,CH,2021-09-08,citizens,blaming,"Et maintenant que cette 4ème vague arrive, maintenant qu’on a un élément important de la solution avec la vaccination qui reste malgré tout encore trop peu de personnes qui vont faire ce pas",fr
seg_00270,train,CH,2021-09-08,citizens,praising,"il a remercié toutes celles et ceux qui se sont vaccinés, c’est aussi un acte solidaire pour que nous puissions comme société suisse sortir de cette pandémie",fr
seg_00271,train,CH,2021-09-08,citizens,shifting responsibility,"il faut aussi adresser un mot à celles et ceux qui n’ont pas encore fait ce pas, pour les encourager, que c’est un produit qui est sûr, qui est efficace, qui protège bien et qui va nous permettre de sortir de cette situation.",fr
seg_00272,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,nous soutenons les cantons dans ce cadre en leur rappelant aussi quel est leur rôle.,fr
seg_00280,test,CH,2021-09-08,subnational level,explaining/sharing responsibility,"on a prévu maintenant de reprévoir, de remettre en place la collecte des données suite à la demande justement des cantons qui dans certains cas ont vu apparaître des foyers qu’ils n’ont pas pu retracer.",fr
seg_00281,train,CH,2021-09-08,,credit claiming,"ça c’est exactement le genre d’éléments que nous apportent la consultation, c’est des retours dans le fond avec des expériences précises où on a adapté le projet sur ce point.",fr
seg_00282,train,CH,2021-09-08,subnational level,explaining/sharing responsibility,"ça c’est exactement le genre d’éléments que nous apportent la consultation, c’est des retours dans le fond avec des expériences précises où on a adapté le projet sur ce point.",fr
seg_00284,train,CH,2021-09-08,,credit claiming,"Ce qui me parait par contre extrêmement important et c’est un échange constant avec les cantons,",fr
seg_00285,test,CH,2021-09-08,subnational level,explaining/sharing responsibility,"Ce qui me parait par contre extrêmement important et c’est un échange constant avec les cantons,",fr
seg_00286,train,CH,2021-09-08,citizens,explaining/sharing responsibility,"c’est qu’on constate aujourd’hui que les possibilités de se vacciner dans des centres, ça ne suffit plus. Et ça on le sait depuis longtemps, il faut développer des alternatives. Je crois que Monsieur Engelberger l’a dit tout à l’heure, qu’il soit beaucoup plus décentralisé et qu’il aille beaucoup plus près des personnes qui seraient intéressées à se vacciner mais qui n’ont pas forcément envie de prendre un rendez-vous, un bus et puis d’aller dans un centre de vaccination",fr
seg_00287,train,CH,2021-09-08,citizens,shifting responsibility,"on doit naturellement pouvoir, chaque vaccination supplémentaire est naturellement un peu plus difficile à faire parce qu’il faut aller convaincre quelqu’un de plus, expliquer pourquoi c’est un pas important qu’il faut aujourd’hui faire.",fr
seg_00291,train,CH,2021-09-08,citizens,blaming,Celle que nous menons maintenant vise à protéger notre système de santé alors que nous n’avons pas encore assez de personnes vaccinées pour que ce danger soit écarté,fr
seg_00294,train,CH,2021-11-03,,credit claiming,", je crois qu’on peut dire ici que c’est une bonne chose, parce que nous avons global de vaccination dans notre pays qui est haut si on considère ce qu’on attendait il y a encore une année",fr
seg_00295,train,CH,2021-11-03,citizens,shifting responsibility,"mais qui n’est malheureusent pas encore suffisant pour espérer sortir rapidement de la crise, pour espérer éviter une nouvelle vague, grosse vague d’infections et pour espérer pouvoir vraiment lever toutes les mesures sans mettre en danger le système de santé.",fr
seg_00296,train,CH,2021-11-03,citizens,blaming,"Actuellement, 75% des plus de 18 ans sont complètement vaccinés, alors c’est beaucoup mais ca n’est pas encore assez, d’autant plus que le nombre de vaccinations effectué chaque jour diminue et nous avons aussi un trend épidémiologique qui n’est pas très bon actuellement",fr
seg_00297,train,CH,2021-11-03,subnational level,explaining/sharing responsibility,"nous sommes donc convaincus avec les cantons, Confédération et cantons, quûn effort supplémentaire est nécessaire, un effort avant l’hiver, avant les mois qui nous attendent, froids d’hiver, passés plutôt en intérieur, et nous voyons aussi qu^’il faut faire ce pas",fr
seg_00298,train,CH,2021-11-03,subnational level,explaining/sharing responsibility,"pour financer différentes opérations avec des cantons, des communes, des associations, les partenaires sociaux, qui sont responsables de l’organisation,",fr
seg_00299,train,CH,2021-11-03,subnational level,explaining/sharing responsibility,les cantons ont jusqu’à ce soir pour soumettre leurs propositions et leurs offres,fr
seg_00300,train,CH,2021-11-03,subnational level,praising,"nous avons de très bons programmes qui ont déjà été reçus, bientôt d’une majorité de cantons,",fr
seg_00301,train,CH,2021-11-03,citizens,explaining/sharing responsibility,"pour permettre à celles et ceux qui hésiteraient encore de poser des questions, de se renseigner, de vraiment aborder toutes les questions qui seraient encore ouvertes sur les vaccins, sur les effets secondaires, sur les durées de protection, tout ce qu’on peut avoir encore comme question à ce sujet. Deuxième objectif, concerne vraiment le fait de faciliter l’accès à la vaccination pour les personnes qui par manque d’informations ou de temps ne sont pas encore vaccinées.",fr
seg_00304,train,CH,2021-11-03,citizens,shifting responsibility,Chaque vaccination supplémentaire est un succès dans la situation actuelle. Chaque vaccination supplémentaire est un succès.,fr
seg_00305,train,CH,2021-11-03,citizens,shifting responsibility,"On a encore un peu de potentiel, nous en sommes convaincus, et on souhaite l’utiliser au mieux possible.",fr
seg_00316,train,CH,2021-11-30,,credit claiming,nous avons pris vendredi déjà des mesures importantes pour freiner l’apparition de ce variant dans notre pays,fr
seg_00317,train,CH,2021-11-30,citizens,shifting responsibility,"Cette tendance négative avec des cas qui continuent d’augmenter fortement, un tiers de cas de plus par rapport à la semaine passée, on a eu le dépassement du seuil du million d’infections dépassé, avec maintenant 230 patients covid aux soins intensifs et nous devons naturellement maitriser cette situation",fr
seg_00318,train,CH,2021-11-30,subnational level,shifting responsibility,"Mercredi dernier on avait fait, en lançant un appel, à ce que les cantons en fassent plus, s’engagent sur ce plan là",fr
seg_00319,test,CH,2021-11-30,subnational level,explaining/sharing responsibility,nous préparer avec une consultation qui est lancée aujourd’hui avec la proposition d’envisager la réintroduction de certaines mesures sur tout le territoire.,fr
seg_00320,train,CH,2021-11-30,subnational level,explaining/sharing responsibility,Nous mettons également en consultation la réduction des manifestations en extérieur sans certificat à 300 personnes.,fr
seg_00321,test,CH,2021-11-30,subnational level,explaining/sharing responsibility,"c’est naturellement des éléments sur lesquels nous souhaitons avoir l’avis des cantons,",fr
seg_00322,test,CH,2021-11-30,subnational level,explaining/sharing responsibility,"Encore une fois c’est une consultation, on va voir aussi quelle est la réaction des cantons par rapport à ça.",fr
seg_00323,train,CH,2021-11-30,subnational level,explaining/sharing responsibility,"Cette consultation elle a lieu jusqu’à demain soir, donc j’ai mentionné, il s’agit des cantons, des partenaires sociaux et des commissions parlementaires, et ces mesures sont proposées pour une validité jusqu’au 24 janvier prochain",fr
seg_00324,train,CH,2021-11-30,subnational level,explaining/sharing responsibility,"pour laquelle nous levons ces restrictions de 2/3, qui donc n’existeraient plus suite à la consultation et aux décisions qui pourraient faire suite",fr
seg_00325,train,CH,2021-11-30,citizens,shifting responsibility,"Voilà, les appels lancés évidemment jusqu’ici restent valables, faites-vous vacciner, pour celles et ceux qui ont déjà fait le vaccin, si vous l’avez fait depuis 6 mois, prenez une troisième dose, respectez les gestes barrières, les mesures d’hygiène, et puis rappeler ici que porter un masque en intérieur, éviter les grands rassemblements, aide évidemment à maitriser cette situation au mieux.",fr
seg_00329,train,CH,2021-11-30,subnational level,shifting responsibility,mais nous avions clairement demandé que les cantons prennent des mesures complémentaires.,fr
seg_00330,train,CH,2021-11-30,citizens,explaining/sharing responsibility,Le fait qu’on ait maintenant avec le booster la possibilité de compléter au bout de 6 mois pour celles,fr
seg_00331,train,CH,2021-11-30,,credit claiming,Donc je crois que c’est simplement d’être une forme de loyauté envers le texte et des discussions qui ont eu lieu au parlement en juin,fr
seg_00336,test,CH,2021-11-30,citizens,blaming,"On voit ces cas monter, on est à 230 personnes dans les soins intensifs aujourd’hui, c’est bientôt 1/3 des capacités, on est bientôt dans une situation où il va commencer à falloir faire des choix des opérations qu’on peut faire ou pas",fr
seg_00337,train,CH,2021-11-30,citizens,blaming,"je rappelle ici que nous avons aux soins intensifs une immense majorité, une claire majorité au moins, de personnes qui ne sont pas vaccinées, donc on a aussi ce problème-là",fr
seg_00338,train,CH,2021-11-30,,credit claiming,"à naturellement avec ces caractéristiques qu’il semble avoir jusqu’ici, nous appelle à beaucoup de prudence. C’est pour ça qu’on prend aujourd’hui, on met en consultation des mesures qui devraient valoir pour quelques semaines.",fr
seg_00339,train,CH,2021-11-30,subnational level,explaining/sharing responsibility,on met en consultation des mesures qui devraient valoir pour quelques semaines,fr
seg_00343,train,CH,2021-11-30,,credit claiming,"Aujourd’hui on a avec des tests en suffisance, avec de plus en plus de personnes qui ont une immunité soit par la guérison, soit par la vaccination",fr
seg_00344,train,CH,2021-11-30,citizens,shifting responsibility,"si vous vous réunissez dans le cadre privé à plus que 10, faites attention que les personnes qui ne sont pas vaccinées ou pas guéries qu’elles aient fait un test.",fr
seg_00345,train,CH,2021-11-30,citizens,shifting responsibility,"et c0est un élément aussi qui incite à cette prudence, à dire écoutez si vous faites une fête de Noël à 15 ou à 20, essayez de veiller à ce que les gens qui sont pas vaccinées ou pas guéries, qu’ils aient fait un test.",fr
seg_00350,train,CH,2021-11-30,subnational level,explaining/sharing responsibility,"Encore une fois, c’est une consultation, aussi pour le télétravail, on va voir ce qu’en pensent les organisations, les cantons, les commissions parlementaires concernées.",fr
seg_00351,train,CH,2021-11-30,citizens,praising,J’ai remarqué qu’on constate aussi dans les rues qu’il y a beaucoup plus de gens qui se déplacent avec le masque. On a quand même une société qui est assez résiliente et qui s’adapte en fonction de la situation.,fr
seg_00354,train,CH,2021-12-10,,credit claiming,"Je peux redire dans ce cadre que nous avons toujours essayer avec le Conseil fédéral d’adopter des mesures en étant au plus près des besoins de notre pays, en étant le plus précis possible et ça veut dire qu’il y a un chemin que nous avons écarté dès le départ, c’tait soit de ne rien faire, soit de prendre les mesures les plus dures, de tout fermer, ou d’être le plus dur à tout moment. Ça aurait été plus simple mais ce sont deux options qui font beaucoup de dégâts et donc nous avons cherché une sorte de juste milieu en nous adaptant, en étant autrement dit prévoyant mais sans aversion au risque, c’est ça que nous avons essayer de faire, de continuer à travailler dans cette voie-là. Ça n’est pas la voie la plus simple que nous avons choisi, il faut être clair avec ça mais c’est celle qui de l’avis du Conseil fédéral tient le mieux compte des intérêts du pays, de la population et de cet équilibre qu’il y a à trouver entre la santé publique, les besoins d’un pays ouvert, traditionnellement très ouvert avec beaucoup de contacts ce circulation et également bien sûr les besoins de la vi sociale et de la vie économique.",fr
seg_00355,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"de manière à pouvoir avoir la discussion avec les cantons,",fr
seg_00356,train,CH,2021-12-10,citizens,shifting responsibility,"avec une situation dans les hôpitaux qui s’est aggravée, des soins intensifs qui sont sous pression de plus en plus forte, un personnel qui est aujourd’hui fatigué, des transferts de patients de plus en plus fréquents, des réductions d’autres types d’activités, notamment pour les opérations non urgentes qui auront commencé, et le risque, ce que nous ne souhaitons pas, de mise en danger des prises en charge ordinaires,",fr
seg_00357,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,La situation n’est pas simple et la consultation doit nous permettre avec l’ensemble des acteurs concernés de mener la discussion sur quels sont les possibilités qui s’offrent à nous.,fr
seg_00358,train,CH,2021-12-10,,credit claiming,Il s’agit en fait d’un acte de très grande transparence je crois à l’égard des options qui peuvent exister et de manière aussi à pouvoir prévoir ce qui pourrait se produire ou quels sont les scénarios qui pourraient se présenter,fr
seg_00359,test,CH,2021-12-10,citizens,blaming,"on parle surtout de ce que ces cas représentent ensuite en hospitalisations et en transferts en soins intensifs,",fr
seg_00360,train,CH,2021-12-10,,credit claiming,"On veut donc être transparents, on met pour ça en consultation jusqu’au 14 décembre deux variantes.",fr
seg_00361,test,CH,2021-12-10,subnational level,explaining/sharing responsibility,"On veut donc être transparents, on met pour ça en consultation jusqu’au 14 décembre deux variantes.",fr
seg_00362,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"Et puis on met aussi en consultation pour avoir une discussion avec les milieux concernés, l’idée de 2G",fr
seg_00363,train,CH,2021-12-10,citizens,shifting responsibility,"Donc on revient à des mesures qu’on n’a pas envie de prendre, qu’on n’a pas envie de voir. Et le seul moyen de nous éviter ça, c’est qu’on soit prudents, qu’on fasse attention, on sait comment faire avec la distance, avec le port du masque, avec l’hygiène des mains, d’être attentif dans le fond pour éviter de nous conduire dans une situation où des mesures extrêmement désagréables seraient nécessaires.",fr
seg_00364,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"En parallèle, il faut renforcer toute une série, aussi pour des raisons de cohérence épidémiologiques si je peux le dire ainsi, renforcer toute une série de mesures de base qui concernent les écoles, le monde du travail, les réunions privées. C’est clair pour les écoles ou pour les universités, ça n’a pas vraiment de grandes conséquences, bon d’abord c’est une consultation donc il n’y a rien qui change aujourd’hui",fr
seg_00365,test,CH,2021-12-10,subnational level,explaining/sharing responsibility,", naturellement la compétence qui est laissée aux cantons",fr
seg_00366,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"Pour les réunions privées, nous mettons également en consultation une limitation à 5 personnes si une des personnes n’est pas immunisée, pas de limitation si tout le monde est vacciné ou guéri.",fr
seg_00367,train,CH,2021-12-10,,credit claiming,"Là aussi c’est quelque chose qui est assez difficile mais nous devons, nous souhaitons ne pas perdre le contrôle de la situation parce qu’alors les conséquences seraient beaucoup plus importantes sur la fermeture des activités, sur le risque que cela représente pour les activités sur le plan économique et social. Le Président de la Confédération l’a rappelé, il y a à nouveau la discussion de l’obligation du télétravail. Il semblerait particulier de ne pas envisager cette possibilité, notamment en cas d’escalade avec la deuxième variante, si on ferme des activités, c’est naturellement difficile de ne pas avoir la discussion sur le télétravail en parallèle. Pour le commerce de détail et les domaines skiables, vous aurez remarqué que, et c’est un élément qui beaucoup évolué durant les dernières semaines, les milieux économiques souhaitent éviter aussi toute fermeture. Ça ne nous surprend pas mais ça signifie que pour éviter ces fermetures, ils ont été prêts à faire des propositions spontanément pour introduire des limitations de capacités et donc de notre point de vue, il n’y a pas de mesure supplémentaire qui soit nécessaire. Tout cela doit nous permettre de mener la discussion sur la meilleure voie pour sortir ou pour maitriser cette situation ensemble durant l’hiver qui arrive.",fr
seg_00368,train,CH,2021-12-10,citizens,shifting responsibility,"le vaccin et la 3ème dose pour celles et ceux qui sont vaccinés depuis plus de 6 mois, ce qui doit naturellement nous aider dans cette situation.",fr
seg_00369,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"En parallèle, nous avons également mis en consultation ce matin deux autres points.",fr
seg_00375,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"Oui c’est ça, il y a d’autres mesures qui sont mises en consultation",fr
seg_00376,test,CH,2021-12-10,subnational level,shifting responsibility,Recommandation du port du masque pour les plus jeunes mais ça c’est aux cantons d’agir.,fr
seg_00377,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"C’est une consultation qui est là pour être prêts s’il faut agir très rapidement. Si ce n’est pas nécessaire, tant mieux. On souhaite avoir eu la discussion avec les acteurs.",fr
seg_00378,train,CH,2021-12-10,,credit claiming,En fait on fait vraiment ici preuve d'une certaine prévoyance.,fr
seg_00379,train,CH,2021-12-10,subnational level,explaining/sharing responsibility,"on doit naturellement, on souhaite naturellement mener la discussion avec l'ensemble des acteurs, les cantons, les partenaires sociaux, les commissions parlementaires pour discuter ensemble de la situation actuelle et de réfléchir au régime, aux mesures qui pourraient nous aider à maîtriser cette situation, notamment sur les périodes de fêtes.",fr
seg_00380,train,CH,2021-12-10,,credit claiming,"Il ne s’agit pas de menaces. Vous voyez la situation que nous avons ? Vous voyez ce que d'autres pays ont fait face à cette situation ? Il s'agit pas du tout de menaces. On essaie juste de garder une situation dans laquelle tout peut rester ouvert. C'est ce qu'on essaie de faire, rien d'autre. Mais on voit bien que, avec les mesures qu'on a pris jusqu'à aujourd'hui, on a essayé d'être toujours très très précis et d'être au plus juste en fait.",fr
seg_00381,train,CH,2021-12-10,,credit claiming,On a beaucoup appris depuis 2 ans.,fr
seg_00382,train,CH,2021-12-10,,credit claiming,"Pour l'instant, moi je dois vous dire, je considère encore et toujours qu'elle est sous contrôle",fr
seg_00388,train,CH,2021-12-10,citizens,shifting responsibility,"Je crois qu'effectivement le choix de se vacciner ou de ne pas se vacciner est un choix libre et volontaire pour chaque personne, mais chaque choix à quelques conséquences. Et dans la situation que nous avons, jusqu'à maintenant ce n’était pas le cas, mais malheureusement ça pourrait avoir comme conséquence si on devait aller plus loin, ça n'est pas encore le cas, ça pourrait avoir comme conséquence de limiter l'accès à certains lieux publics intérieurs pour les personnes qui n'ont pas fait le choix de se faire vacciner.",fr
seg_00401,train,CH,2021-12-10,,credit claiming,"Oui, je ne sais pas si le Président veut dire un mot à ce sujet, mais je pense qu’on essaie de tout faire pour éviter ce scénario",fr
seg_00402,train,CH,2021-12-10,,credit claiming,"Non, nous ne sommes pas perdus, nous essayons simplement d'anticiper.",fr
